Condition,Date,Id,View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
Average,20150407T000000,7135520300,Average,No,1999,98059,2.75,3,1,12,47.5265,-122.148,1300000,4120,16365
Good,20150225T000000,9808650060,No View,No,1976,98004,2,3,1,8,47.6408,-122.219,1300000,2350,15021
Average,20140723T000000,1441600160,No View,No,2005,98075,3,4,2,11,47.5985,-122.026,1300000,4120,14021
Average,20150112T000000,4441300170,Excellent,No,1990,98117,2.5,4,2,11,47.6952,-122.402,1300000,3110,11857
Average,20140512T000000,5317100780,Good,No,1918,98112,3.25,4,2,9,47.6264,-122.283,1300000,2330,9687
Very Good,20150316T000000,868001790,Good,No,1940,98177,1,3,1,8,47.7028,-122.385,1300000,2040,7936
Average,20140620T000000,1193000390,Average,No,1937,98199,4,5,2.5,8,47.6466,-122.391,1300000,3366,7800
Average,20140725T000000,8563010130,No View,No,2009,98008,2.5,3,1,9,47.6263,-122.099,1300000,3350,7752
Average,20150402T000000,269000970,No View,No,2010,98199,3.75,5,2,9,47.6418,-122.392,1300000,4450,7680
Average,20140715T000000,2770604925,No View,No,1919,98119,1,5,1.5,8,47.6542,-122.373,1300000,1670,6400
Average,20140606T000000,3629890190,Good,No,2004,98029,4,4,2,10,47.5443,-121.994,1300000,4270,6002
Good,20141113T000000,6613000140,No View,No,1937,98105,3.25,3,2,9,47.6585,-122.273,1300000,3400,5979
Very Good,20140725T000000,1959700445,No View,No,1924,98102,1.75,4,2,9,47.6437,-122.321,1300000,4060,5500
Average,20141002T000000,1732800865,No View,No,1927,98119,2.5,4,2,9,47.63,-122.363,1300000,3470,4160
Average,20140707T000000,1778500620,No View,No,2013,98112,2.25,4,2,9,47.6198,-122.289,1300000,2360,4000
Good,20140605T000000,913000315,Excellent,No,1977,98116,4.5,6,3,9,47.5837,-122.399,1300000,3902,3880
Average,20140805T000000,8895800110,No View,No,2014,98052,4,5,2,10,47.6965,-122.134,1299890,3870,5929
Good,20150323T000000,2175100205,Good,No,1956,98040,2.25,5,1,8,47.5821,-122.247,1298890,2690,10800
Very Good,20140603T000000,191100235,No View,No,1985,98040,3.5,4,1.5,8,47.5651,-122.22,1298000,2790,10125
Average,20140823T000000,1370800825,Good,No,1933,98199,2.25,4,2,10,47.6395,-122.409,1298000,2860,5658
Very Good,20140701T000000,9551201585,No View,No,1900,98103,2.75,6,2,9,47.6695,-122.337,1297000,2630,9420
Average,20140624T000000,2954400190,No View,No,1990,98053,0,0,2,12,47.6642,-122.069,1295650,4810,28008
Average,20150312T000000,1525069134,No View,No,1998,98053,3.5,4,2,11,47.6587,-122.022,1295000,3790,90169
Very Good,20140821T000000,7278100515,Excellent,Yes,1985,98177,2.5,2,2,9,47.7729,-122.393,1295000,2910,19449
Good,20150508T000000,1924059254,Fair,No,1968,98040,3.75,5,1,10,47.5479,-122.212,1295000,3490,15246
Average,20141105T000000,9472200060,No View,No,1956,98105,2.75,3,1,10,47.6665,-122.27,1295000,3340,12690
Very Good,20150421T000000,5460500040,No View,No,1968,98040,4,5,1,10,47.5708,-122.212,1295000,4440,9270
Average,20141209T000000,3179100055,No View,No,1950,98105,3.5,5,2,8,47.669,-122.275,1295000,3700,8504
Good,20150324T000000,1370800680,Good,No,1925,98199,2.75,3,1.5,9,47.6389,-122.407,1295000,3450,5350
Good,20150331T000000,4217400305,No View,No,1940,98105,2.5,4,2,8,47.659,-122.281,1295000,3070,4000
Average,20150317T000000,3026059085,No View,No,2002,98034,3.5,5,1,11,47.7161,-122.219,1290000,4090,290980
Average,20150416T000000,3886903615,No View,No,2014,98033,2.5,4,2,9,47.6842,-122.196,1290000,3430,7200
Average,20150202T000000,8691440220,No View,No,2015,98075,4,5,2,10,47.5923,-121.973,1289990,4360,8030
Average,20140623T000000,904000045,No View,No,1956,98199,2.5,3,1,8,47.6685,-122.409,1289000,2190,11394
Average,20140910T000000,2877104175,Average,No,1917,98117,3.5,5,2,10,47.6801,-122.357,1289000,3210,4060
Average,20150102T000000,9808640320,Average,No,1981,98033,3.5,4,2,9,47.6512,-122.202,1289000,3100,2261
Good,20140815T000000,8081030090,No View,No,1989,98006,3.5,4,2,11,47.5471,-122.133,1288000,3700,13175
Average,20150121T000000,4141010050,No View,No,1987,98040,2.5,3,2,11,47.5327,-122.232,1288000,3240,12625
Good,20150320T000000,1924059319,No View,No,1980,98040,4,5,2,10,47.56,-122.225,1288000,4050,11358
Average,20140730T000000,4139490210,Average,No,1998,98006,3.5,4,2,12,47.5519,-122.106,1285000,4080,14450
Average,20140528T000000,9471200115,No View,No,1946,98105,2.5,4,1,10,47.6709,-122.262,1285000,3240,10800
Good,20150130T000000,4218400005,Fair,No,1950,98105,2.25,3,1,8,47.6629,-122.269,1285000,2440,9200
Average,20150326T000000,8156600210,No View,No,2015,98115,3.5,5,2,10,47.6782,-122.299,1285000,2980,5100
Average,20141016T000000,6788200596,No View,No,2014,98112,3.5,4,3,9,47.6408,-122.307,1285000,3440,3800
Average,20150213T000000,7237500650,No View,No,2004,98059,4.25,5,2,11,47.5282,-122.133,1284000,5040,9466
Very Good,20141020T000000,5482700115,Fair,No,1977,98040,2.5,4,1,8,47.5657,-122.23,1280600,3560,15450
Average,20140625T000000,3303850360,Average,No,2003,98006,3.5,4,2,11,47.5422,-122.112,1280000,4660,17398
Good,20150210T000000,5423010350,Fair,No,1977,98027,2.5,5,2,8,47.5645,-122.082,1280000,3400,9500
Average,20141215T000000,8127700390,No View,No,2008,98199,3.5,4,2,10,47.6427,-122.397,1280000,4340,5500
Average,20140706T000000,9275700016,Excellent,No,1917,98116,2.5,4,1.5,9,47.5875,-122.382,1280000,3160,4620
Average,20140925T000000,811000055,No View,No,1930,98109,3,4,2,9,47.6314,-122.353,1280000,3260,4500
Average,20150403T000000,1646502355,No View,No,2014,98117,3.25,4,2,9,47.6845,-122.359,1280000,3080,4120
Average,20140606T000000,5318100840,No View,No,1999,98112,3.5,4,2,9,47.6341,-122.284,1280000,3010,3600
Good,20140730T000000,7135520810,No View,No,1994,98059,4,4,1,11,47.5283,-122.143,1278000,4390,17832
Average,20140707T000000,9253900210,Good,No,1997,98008,2.5,3,2,9,47.5966,-122.112,1275000,3870,46609
Average,20140828T000000,3425069117,No View,No,2007,98074,5.25,6,2,11,47.6094,-122.023,1275000,6160,27490
Very Good,20141209T000000,8651100110,Fair,No,1963,98040,2.5,4,1,9,47.5489,-122.216,1275000,2720,16454
Average,20141217T000000,8894200150,Fair,No,2007,98023,3.5,4,2,11,47.3293,-122.364,1275000,5844,10766
Good,20141003T000000,1068000559,Good,No,1947,98199,1.75,4,1,9,47.6425,-122.406,1275000,3720,8448
Average,20141106T000000,1245003268,No View,No,2007,98033,3.5,4,2,10,47.6847,-122.2,1275000,3530,8126
Good,20140520T000000,2818100060,Excellent,No,1970,98117,2,4,1,10,47.6995,-122.397,1275000,2850,7861
Average,20140731T000000,9544200422,No View,No,2014,98033,2.75,4,2,10,47.6506,-122.195,1274950,3820,8850
Good,20150402T000000,1336300610,No View,No,1921,98102,1.75,4,2,9,47.6279,-122.315,1272500,2040,5000
Average,20140929T000000,1727850340,No View,No,1984,98005,2.75,4,2,11,47.6402,-122.171,1272000,3200,13729
Very Good,20141223T000000,4385701285,No View,No,1927,98112,3.25,4,1.5,8,47.6395,-122.279,1272000,3020,4000
Average,20140604T000000,3323500030,No View,No,1952,98004,2.5,5,1,7,47.6209,-122.222,1270000,3200,17204
Average,20141204T000000,8085400355,No View,No,1953,98004,3,5,1,9,47.6363,-122.207,1270000,3950,9520
Average,20140516T000000,1424059154,Good,No,2008,98006,3,4,2,9,47.5655,-122.129,1270000,5520,8313
Average,20150504T000000,1126059201,Average,No,1990,98072,3.25,5,2,12,47.7522,-122.13,1268890,4410,35192
Average,20150507T000000,7237501380,No View,No,2007,98059,3.5,4,2,10,47.531,-122.134,1267500,4640,13404
Average,20140915T000000,711000110,No View,No,2005,98004,2.5,3,2,10,47.5928,-122.199,1266520,3060,9576
Very Good,20141202T000000,1084000107,No View,No,1951,98112,2.25,4,1,8,47.6362,-122.282,1265000,2870,6000
Good,20150223T000000,4218400175,Average,No,1941,98105,1.75,3,1.5,8,47.6621,-122.27,1265000,2240,5657
Very Good,20140911T000000,5351200265,Average,No,1913,98122,3.25,4,2,9,47.6145,-122.284,1265000,3640,3604
Very Good,20150422T000000,1336300445,No View,No,1906,98102,3,4,2.5,9,47.6272,-122.316,1265000,3130,2646
Average,20140512T000000,2213000030,No View,No,2012,98004,3.75,4,2,9,47.5991,-122.2,1264000,3490,9170
Average,20140717T000000,7576200012,No View,No,2008,98122,3,2,2,10,47.6166,-122.291,1262000,2210,3917
Average,20140714T000000,9365700385,No View,No,1990,98040,2.5,4,2,10,47.5678,-122.228,1260500,3730,16950
Average,20140925T000000,3835502815,Fair,No,1954,98039,2.5,3,1,8,47.6112,-122.226,1260000,3110,9930
Average,20140731T000000,1245003330,No View,No,2008,98033,2.5,4,2,10,47.6844,-122.199,1260000,2880,9003
Average,20141110T000000,7603100095,Good,No,1998,98116,3,3,2,10,47.562,-122.404,1260000,3230,8625
Average,20150330T000000,9272201250,Excellent,No,1910,98116,1.5,2,1.5,8,47.5892,-122.383,1260000,2700,7225
Good,20140929T000000,4232400400,No View,No,1900,98112,2,4,2.5,9,47.6235,-122.309,1260000,2970,5400
Average,20141010T000000,9273200145,Excellent,No,1991,98116,3.5,3,2,10,47.5909,-122.384,1260000,3220,3960
Average,20141001T000000,3630200340,Good,No,2007,98027,3.25,4,2,11,47.5408,-121.994,1258000,4360,6000
Good,20140530T000000,3625500130,No View,No,1966,98040,2.5,4,2,9,47.5309,-122.224,1256500,3150,13700
Average,20141230T000000,4233600260,No View,No,2014,98075,4,5,2,10,47.5959,-122.014,1255780,4180,12042
Good,20150409T000000,3625600190,No View,No,1966,98040,2.5,4,2,10,47.5306,-122.227,1255000,3510,13100
Average,20140515T000000,1025049174,No View,No,2006,98105,2.5,4,2,9,47.666,-122.276,1255000,3200,7535
Average,20150427T000000,1125069102,No View,No,1989,98053,3,4,1.5,9,47.6616,-121.999,1250000,3310,217800
Good,20140827T000000,4054510270,No View,No,1990,98077,3.75,4,2,11,47.7237,-122.042,1250000,3830,41263
Average,20140806T000000,7215720070,No View,No,2000,98075,5,5,2,10,47.6012,-122.022,1250000,5000,32909
Good,20141022T000000,3585900045,Good,No,1959,98177,2.75,5,1,9,47.7606,-122.37,1250000,2960,28300
Good,20140508T000000,3124059006,Fair,No,1990,98040,3.25,4,2,11,47.5263,-122.227,1250000,3820,24166
Average,20140610T000000,8965510190,Excellent,No,1988,98006,2.5,4,1,11,47.5662,-122.108,1250000,3700,21755
Good,20141212T000000,9322800230,Excellent,No,1985,98146,2.5,4,2,10,47.5075,-122.389,1250000,2960,20240
Average,20141110T000000,3585900495,Excellent,No,1983,98177,2.5,3,1,10,47.7588,-122.376,1250000,3670,18505
Very Good,20140624T000000,6065300570,No View,No,1973,98006,2.5,4,1,9,47.5697,-122.182,1250000,3220,15600
Average,20150310T000000,736100065,Good,No,1933,98040,2.25,4,1.5,8,47.526,-122.225,1250000,3300,15375
Good,20141204T000000,7856660130,Good,No,1977,98006,2.75,5,1.5,9,47.5686,-122.154,1250000,3710,13874
Very Good,20140602T000000,5451200600,No View,No,1972,98040,3.25,5,2,8,47.5373,-122.224,1250000,3160,13238
Average,20150126T000000,1125049140,No View,No,1959,98105,2.5,3,1,10,47.6718,-122.256,1250000,2710,13120
Average,20141125T000000,3134100023,Good,No,1982,98052,4.25,4,2,9,47.6406,-122.101,1250000,4980,13000
Good,20150330T000000,1923000050,Average,No,1974,98040,3.25,5,2,10,47.5631,-122.213,1250000,3930,12719
Good,20141217T000000,9273200115,Excellent,No,1947,98116,2.75,4,1,8,47.5914,-122.385,1250000,4120,12500
Good,20150326T000000,2600010220,Average,No,1984,98006,2.5,4,2,10,47.559,-122.162,1250000,4040,11350
Average,20140924T000000,333100265,Average,No,2011,98034,3.25,4,2,9,47.7001,-122.238,1250000,3160,10043
Average,20140722T000000,5452301800,Average,No,1992,98040,3.75,4,1.5,10,47.5897,-122.229,1250000,4520,9240
Good,20140626T000000,3505100126,Good,No,1910,98116,3,3,2.5,10,47.5815,-122.398,1250000,3760,8500
Average,20150319T000000,5316100220,Average,No,1923,98112,2.25,4,2,8,47.6315,-122.282,1250000,1830,7200
Average,20140709T000000,1370801020,Good,No,1957,98199,2.5,4,1,10,47.6406,-122.412,1250000,2920,5500
Average,20140710T000000,9279700013,No View,No,2007,98116,3,3,2,10,47.5858,-122.393,1250000,3460,5353
Very Good,20140802T000000,7613700521,No View,No,1965,98105,3.25,4,2,9,47.6597,-122.274,1250000,3160,5000
Average,20141215T000000,5317100570,No View,No,1930,98112,2.5,3,2,9,47.6256,-122.284,1250000,2070,4944
Average,20141028T000000,723000226,Average,No,1974,98105,2.75,3,3,10,47.6569,-122.286,1250000,2780,4815
Average,20150501T000000,7974700150,No View,No,2008,98105,3.5,5,2,10,47.669,-122.282,1250000,3510,4798
Average,20150414T000000,2125059123,No View,No,1969,98005,3.25,5,1,10,47.6451,-122.173,1249000,3950,44431
Good,20150414T000000,6738700320,Good,No,1912,98144,3.5,4,1.5,9,47.5846,-122.29,1249000,3190,6000
Average,20141008T000000,1732801300,No View,No,2006,98119,2.5,2,2,9,47.6318,-122.365,1248000,2310,3313
Good,20150414T000000,724069023,Excellent,Yes,1967,98075,1.25,1,1.5,8,47.5814,-122.081,1247000,1810,5070
Very Good,20140904T000000,2818600060,Average,No,1936,98117,3.25,6,2,9,47.6999,-122.393,1245000,3750,14150
Average,20140926T000000,669000350,Average,No,1947,98144,3,3,2,8,47.5854,-122.292,1245000,4610,8400
Average,20141215T000000,2450000290,No View,No,2005,98004,2.5,5,2,9,47.5812,-122.196,1245000,3370,8113
Good,20150319T000000,7855300200,Excellent,No,1962,98006,2.75,4,1,9,47.5634,-122.156,1242500,2680,8500
Average,20141107T000000,1239400650,Average,No,2002,98033,3.5,4,1,11,47.6728,-122.189,1242000,4700,10183
Average,20140804T000000,715010110,Good,No,2014,98006,3.25,5,2,10,47.5388,-122.114,1240420,5790,13726
Average,20140612T000000,5556300098,No View,No,2006,98052,4,5,2,11,47.6463,-122.121,1240000,4410,14380
Average,20140620T000000,1778360150,No View,No,2004,98006,5.5,7,2,10,47.5399,-122.118,1240000,6630,13782
Average,20140619T000000,686550040,No View,No,1990,98004,3.5,4,2,10,47.6005,-122.199,1240000,3820,13224
Average,20140709T000000,2424059163,Average,No,2007,98006,3.5,5,2,10,47.5476,-122.116,1240000,5430,10327
Average,20140610T000000,7613700950,No View,No,1923,98105,3,5,2,9,47.6579,-122.277,1240000,2830,7500
Very Good,20140908T000000,1250204835,Good,No,1928,98144,3,4,1.5,9,47.5886,-122.287,1240000,3330,6990
Very Good,20150415T000000,9294300600,Excellent,No,1950,98115,3,4,2,8,47.6799,-122.268,1240000,3010,6139
Average,20141110T000000,3879901295,Good,No,2007,98119,2.5,3,3,9,47.6264,-122.364,1240000,2660,1973
Average,20140725T000000,3630200300,Good,No,2007,98027,3.5,4,2,11,47.5414,-121.994,1238000,4670,6000
Good,20150430T000000,2954400520,No View,No,1991,98053,3.25,4,2,10,47.6676,-122.069,1237500,5180,49936
Average,20141208T000000,3226069049,No View,No,2008,98053,4.5,4,2,10,47.7009,-122.059,1237500,5120,41327
Average,20150326T000000,8127700132,No View,No,2001,98199,3.5,5,2,10,47.6423,-122.394,1236300,3180,4628
Good,20150427T000000,7871500485,Good,No,1928,98119,1.5,3,2,8,47.6411,-122.371,1236000,1670,3852
Good,20140620T000000,8923100125,Excellent,No,1939,98115,3.25,5,1.5,9,47.6792,-122.273,1234580,3240,6551
Average,20150422T000000,2559950110,No View,No,2011,98112,2.5,2,3,11,47.6182,-122.312,1234570,2470,609
Average,20150306T000000,1338800785,No View,No,1906,98112,3,4,1.5,8,47.6258,-122.305,1234000,2660,4600
Average,20140630T000000,7768700315,Fair,No,1948,98004,1.75,3,1.5,8,47.6074,-122.213,1230000,2200,14630
Average,20140610T000000,7355700171,No View,No,2001,98040,2.5,4,2,9,47.5934,-122.244,1230000,3040,7000
Average,20140923T000000,1425039029,No View,No,2008,98199,4,5,2,9,47.648,-122.397,1230000,4390,6656
Average,20150326T000000,3879901285,Good,No,2007,98119,2.5,3,3,9,47.6264,-122.363,1230000,2660,1967
Average,20140625T000000,6137500320,No View,No,1989,98007,3.5,4,2,10,47.6463,-122.151,1229000,3770,37034
Average,20140612T000000,3225069301,Excellent,No,1991,98074,2.5,4,2,11,47.6052,-122.064,1228000,5730,44947
Good,20141205T000000,4141000060,No View,No,1986,98040,2.5,4,2,11,47.5372,-122.232,1227500,3180,10319
Average,20140512T000000,7237550310,No View,No,2001,98053,4.5,4,1,11,47.6561,-122.005,1225000,5420,101930
Good,20140731T000000,1525059160,No View,No,1962,98005,2.75,4,1.5,10,47.6547,-122.158,1225000,3410,95396
Average,20140801T000000,2326059080,No View,No,1990,98052,2.5,3,2,11,47.7225,-122.126,1225000,3420,79279
Good,20141028T000000,7204200025,Excellent,Yes,1974,98198,2.5,4,2,9,47.3535,-122.323,1225000,3120,49456
Average,20140512T000000,3625710100,Good,No,1976,98040,2.25,4,1,9,47.5271,-122.228,1225000,3070,16028
Average,20140609T000000,5427110040,No View,No,1984,98039,2.5,4,2,9,47.6353,-122.229,1225000,2740,16007
Good,20141231T000000,868000615,No View,No,1939,98177,2.5,4,1.5,9,47.7076,-122.377,1225000,2600,11542
Average,20140716T000000,1854750090,Average,No,1999,98007,3.5,3,2,11,47.5647,-122.128,1225000,3680,11491
Average,20150112T000000,1118001631,No View,No,1964,98112,2.25,3,1,9,47.6336,-122.29,1225000,2980,7700
Good,20140506T000000,1068000520,No View,No,1928,98199,2.25,4,2,10,47.6424,-122.407,1225000,3490,6906
Good,20140807T000000,3271800870,Good,No,1941,98199,2.25,4,1,9,47.6471,-122.412,1225000,2020,5800
Very Good,20141125T000000,7151700585,Average,No,1901,98122,2.25,5,2,9,47.6127,-122.286,1225000,3440,5000
Average,20141007T000000,2533300680,Average,No,1915,98119,2.5,3,2,8,47.6463,-122.371,1225000,2860,4500
Average,20140910T000000,9103000393,No View,No,2001,98112,4.5,5,2.5,10,47.6189,-122.288,1225000,3732,4426
Average,20150320T000000,1338300555,No View,No,1913,98112,2.25,6,2,9,47.6295,-122.306,1225000,2930,4320
Average,20140514T000000,7430200100,No View,No,2007,98074,3.5,4,1.5,11,47.6502,-122.066,1222500,4910,9444
Good,20140805T000000,8651100140,No View,No,1962,98040,2.25,4,2,9,47.5494,-122.216,1220000,3200,15367
Very Good,20140926T000000,7457000005,No View,No,1918,98117,2,4,2.5,8,47.6851,-122.395,1220000,3090,8125
Average,20141030T000000,4340000010,No View,No,1995,98004,2.25,3,1,10,47.6224,-122.195,1220000,2640,7544
Average,20150505T000000,1370800830,Good,No,1933,98199,3.25,3,2,10,47.6396,-122.409,1220000,3960,6132
Average,20150417T000000,1250201610,Average,No,1905,98144,3.25,3,2,9,47.5978,-122.292,1220000,3030,5600
Very Good,20140623T000000,1929300305,No View,No,1913,98109,3.75,4,1.5,8,47.6424,-122.348,1220000,3520,3944
Average,20140521T000000,2652501470,No View,No,2008,98109,2.5,4,2,9,47.6405,-122.356,1220000,3240,3600
Good,20140813T000000,2600020330,Good,No,1986,98006,2.75,4,2,10,47.5581,-122.156,1218000,3670,15400
Average,20150316T000000,9272200810,Average,No,2014,98116,3,4,2,9,47.5917,-122.386,1218000,3470,4750
Very Good,20140519T000000,7855801610,Good,No,1967,98006,2.5,4,1,9,47.5619,-122.162,1216000,3190,8684
Average,20140624T000000,2050000020,No View,No,1994,98072,3.75,4,1,10,47.7337,-122.121,1215000,3820,53574
Average,20140714T000000,3761100257,Average,No,2001,98034,3,3,2,10,47.7024,-122.243,1215000,4560,16339
Good,20150425T000000,1300301840,No View,No,1962,98040,2.25,4,2.5,9,47.5791,-122.241,1215000,2570,9600
Average,20140520T000000,4139420590,Good,No,1995,98006,3.5,4,1,12,47.5521,-122.115,1212500,4560,16643
Average,20150424T000000,1762600090,No View,No,1984,98033,2.5,4,2,10,47.6484,-122.182,1211000,3430,35120
Average,20140911T000000,203100440,No View,No,1997,98053,3.75,3,2,11,47.6426,-121.955,1210000,5400,24740
Average,20150422T000000,7852160170,Good,No,2006,98065,3.75,4,2,11,47.5348,-121.856,1210000,4980,18069
Good,20150410T000000,1872900065,No View,No,1956,98004,1.75,3,1,8,47.6163,-122.219,1210000,1900,13600
Average,20141013T000000,1489300215,No View,No,2004,98033,3.25,4,2,9,47.6836,-122.208,1210000,3330,9000
Good,20140528T000000,3179101580,Average,No,1951,98115,2.75,4,2,9,47.6756,-122.275,1210000,3650,6982
Very Good,20141201T000000,9184700600,No View,No,1909,98122,2.25,4,2,8,47.6101,-122.286,1210000,3270,6000
Average,20140903T000000,629800520,No View,No,1997,98074,3.25,4,2,11,47.6009,-122.011,1209000,4330,26162
Good,20150428T000000,540100057,No View,No,1930,98004,3.75,4,2,9,47.639,-122.219,1208000,3250,10949
Average,20150404T000000,7237500110,No View,No,2003,98059,2.75,4,2,10,47.5297,-122.14,1208000,4250,10925
